,ID,ano_stat,escalado,jogou,ppm,gols_para,assistencias,gols_contra,entrou,saiu,amarelo,amarelo_duplo,vermelho,Gols_de_penalti,minutos_por_gol,minutos
667,198250,2017,51,33,1.39,1,7,-,-,5,13,2,-,-,2.904',2.904'
668,55243,2017,48,35,1.31,2,2,-,4,4,9,-,-,-,1.389',2.778'
669,569805,2017,2,1,,-,-,-,1,-,-,-,-,-,-,23'
670,403296,2017,43,42,1.31,-,1,-,-,3,6,-,2,-,-,3.716'
671,93178,2017,23,19,1.89,1,1,-,1,2,4,-,-,-,1.574',1.574'
672,199099,2017,43,39,2.00,5,4,-,4,3,5,-,-,-,630',3.152'
673,210146,2017,42,18,1.28,2,-,-,1,2,6,-,-,-,783',1.565'
674,224852,2017,20,19,1.47,2,3,-,3,6,2,-,-,-,662',1.323'
675,255805,2017,34,29,1.86,3,-,-,-,2,5,-,-,-,849',2.548'
676,256453,2017,52,29,1.41,1,-,-,2,2,6,1,-,-,2.394',2.394'
677,296903,2017,22,17,1.29,-,-,-,1,-,6,1,-,-,-,1.497'
678,435163,2017,52,49,1.43,-,2,-,1,3,10,-,-,-,-,4.294'
679,45549,2017,31,31,1.03,3,-,-,1,2,6,-,1,-,887',2.661'
680,64870,2017,27,27,1.70,1,4,-,-,6,7,-,-,-,2.274',2.274'
681,74314,2017,46,23,1.78,-,1,-,6,6,2,-,-,-,-,1.542'
682,75059,2017,60,42,1.52,1,5,-,4,6,3,-,-,-,3.426',3.426'
683,140796,2017,27,26,1.42,1,2,-,6,5,5,-,-,-,1.878',1.878'
684,150085,2017,44,27,1.44,-,1,-,4,7,6,1,-,-,-,1.974'
685,152538,2017,38,35,1.29,1,4,1,1,9,7,-,-,-,2.835',2.835'
686,181783,2017,35,26,1.15,3,1,-,5,6,10,-,1,-,622',1.865'
687,224047,2017,48,20,1.40,-,-,-,5,1,7,-,-,-,-,1.499'
688,458715,2017,43,13,1.54,-,-,-,3,2,3,-,-,-,-,986'
689,226896,2017,38,29,1.41,-,-,-,1,-,7,-,-,-,-,2.551'
690,406675,2017,59,20,1.25,-,1,-,4,1,5,-,-,-,-,1.532'
691,265693,2017,57,54,1.41,1,1,-,1,2,9,-,1,-,4.773',4.773'
692,218352,2017,45,38,1.74,-,3,-,3,2,8,-,-,-,-,3.233'
693,55484,2017,66,24,2.00,-,1,-,11,1,4,-,-,-,-,1.314'
694,86917,2017,42,37,1.41,3,1,-,1,3,8,-,-,1,1.064',3.192'
695,137159,2017,52,35,1.00,-,-,-,-,-,4,-,-,-,-,3.150'
696,192462,2017,53,37,1.57,1,2,1,1,1,10,-,-,-,3.247',3.247'
697,67864,2017,16,4,3.00,-,-,-,3,-,1,1,-,-,-,116'
698,347913,2017,30,28,1.32,-,-,-,1,-,6,-,-,-,-,2.431'
699,7336,2017,24,18,1.67,1,1,-,6,9,4,-,-,-,1.033',1.033'
700,53532,2017,28,27,1.56,-,-,-,2,2,5,-,-,-,-,2.255'
701,54031,2017,10,10,,-,-,-,-,2,4,-,-,-,-,832'
702,55497,2017,46,21,1.33,-,1,-,2,9,3,-,-,-,-,1.598'
703,56435,2017,5,-,,-,-,-,-,-,-,-,-,-,-,-
704,76847,2017,42,42,1.52,3,-,-,-,-,2,-,-,-,1.260',3.780'
705,175208,2017,40,22,1.50,1,-,-,2,-,4,-,-,-,1.802',1.802'
706,323618,2017,31,26,1.58,1,4,-,1,3,3,-,-,-,2.232',2.232'
707,348769,2017,58,17,1.59,1,-,-,-,2,5,-,-,-,1.480',1.480'
708,435232,2017,44,21,1.67,-,-,-,6,-,7,-,-,-,-,1.460'
709,112237,2017,33,32,1.56,-,-,-,1,1,7,-,-,-,-,2.791'
710,124784,2017,36,36,1.81,7,-,-,1,1,8,2,-,-,430',3.008'
711,167471,2017,46,36,1.47,4,3,-,3,17,5,-,-,2,657',2.629'
712,269467,2017,23,16,0.75,-,-,1,1,3,2,-,1,-,-,1.209'
713,276877,2017,24,19,1.21,-,2,2,-,1,3,-,-,-,-,1.702'
714,292203,2017,34,30,1.27,1,3,-,2,5,3,-,-,-,2.464',2.464'
715,368468,2017,43,40,1.48,-,2,-,3,2,4,1,-,-,-,3.310'
716,13813,2017,39,23,1.43,-,-,1,3,3,5,-,-,-,-,1.863'
717,38662,2017,8,1,,-,-,-,-,1,-,-,-,-,-,59'
718,39073,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,53765,2017,22,17,0.88,-,-,-,-,-,3,1,-,-,-,1.498'
720,67918,2017,31,27,1.56,3,1,-,-,1,3,-,-,1,796',2.388'
721,74453,2017,23,23,1.26,1,-,2,-,-,6,-,-,-,2.070',2.070'
722,75089,2017,52,13,1.00,-,-,-,5,-,-,-,-,-,-,829'
723,140552,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,401530,2018,51,47,2.36,5,4,-,1,3,2,-,-,-,841',4.206'
725,145707,2018,42,22,2.73,1,1,-,7,1,4,-,-,-,1.481',1.481'
726,476352,2018,14,12,1.58,2,2,-,-,1,2,-,-,-,536',1.072'
727,156501,2018,53,53,2.28,4,3,1,-,1,15,1,-,-,1.209',4.834'
728,46741,2018,58,50,2.00,3,2,-,3,1,5,-,-,-,1.446',4.339'
729,329145,2018,43,40,1.40,1,-,-,1,1,9,-,-,-,3.514',3.514'
730,220793,2018,38,38,1.76,2,7,-,-,2,4,-,-,-,1.673',3.345'
731,312678,2018,33,28,1.93,-,-,-,-,1,5,-,-,-,-,2.490'
732,401527,2018,38,35,1.26,1,1,-,4,2,10,-,1,-,2.841',2.841'
733,432166,2018,1,-,,-,-,-,-,-,-,-,-,-,-,-
734,673492,2018,3,-,,-,-,-,-,-,-,-,-,-,-,-
735,149752,2018,59,53,1.45,-,2,-,3,2,9,-,1,-,-,4.471'
736,101469,2018,61,61,1.62,3,4,-,1,-,7,-,-,-,1.820',5.459'
737,288431,2018,47,47,1.68,3,-,-,-,1,12,-,-,-,1.401',4.202'
738,410158,2018,36,36,1.61,-,-,-,-,3,10,-,-,-,-,3.182'
739,520468,2018,28,23,1.91,-,1,-,1,1,2,-,-,-,-,2.025'
740,182323,2018,41,36,1.19,-,5,-,3,2,6,-,-,-,-,2.946'
741,428783,2018,2,1,3.00,-,-,-,-,1,-,-,-,-,-,71'
742,322588,2018,54,42,1.93,1,7,1,4,4,7,-,-,-,3.439',3.439'
743,108611,2018,5,2,0.50,-,-,-,1,-,-,-,-,-,-,111'
744,147435,2018,40,27,1.00,2,1,-,3,2,2,-,-,1,1.121',2.242'
745,153950,2018,32,21,0.62,-,-,-,2,-,8,-,-,-,-,1.775'
746,175396,2018,35,25,1.20,1,-,-,2,1,2,-,-,-,2.068',2.068'
747,188516,2018,57,56,1.25,1,5,-,2,-,12,-,-,-,4.944',4.944'
748,218138,2018,20,11,0.55,1,-,-,2,-,2,-,-,-,909',909'
749,347185,2018,40,35,1.23,1,-,-,-,1,6,2,1,-,3.057',3.057'
750,435254,2018,3,1,3.00,-,-,-,-,1,-,-,-,-,-,68'
751,132060,2018,30,23,1.13,2,-,1,-,1,7,1,-,-,1.001',2.001'
752,689640,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,387928,2018,17,17,1.35,3,2,-,2,4,4,-,-,-,462',1.386'
754,59816,2018,13,11,1.45,-,1,-,-,2,-,-,-,-,-,937'
755,68803,2018,43,36,1.36,2,-,-,5,4,5,-,-,-,1.404',2.807'
756,141209,2018,27,26,0.92,4,2,-,-,1,8,-,-,-,585',2.340'
757,178939,2018,41,39,1.00,3,1,-,11,10,2,-,-,-,831',2.493'
758,190168,2018,26,23,1.26,2,-,-,-,6,4,-,-,-,1.015',2.030'
759,520089,2018,44,43,1.28,1,-,-,-,-,12,1,-,-,3.866',3.866'
760,445101,2018,37,9,2.00,-,1,-,1,2,-,-,-,-,-,693'
761,67918,2018,41,41,1.61,13,3,-,-,-,3,-,-,2,284',3.690'
762,519879,2018,44,26,0.88,2,1,-,2,3,4,-,-,-,1.049',2.097'
763,391497,2018,18,13,1.54,-,2,-,2,2,5,-,-,-,-,1.029'
764,607210,2018,45,37,1.19,4,3,-,2,9,6,-,-,1,763',3.052'
765,32804,2018,14,4,1.00,-,-,-,1,2,-,-,-,-,-,248'
766,47653,2018,9,6,1.50,-,1,-,3,-,1,-,-,-,-,316'
767,58362,2018,45,32,0.84,4,-,-,3,5,8,-,-,-,632',2.526'
768,67996,2018,17,10,1.00,-,-,-,1,-,2,-,-,-,-,811'
769,101195,2018,34,12,1.00,1,-,-,-,-,4,-,1,-,1.031',1.031'
770,105468,2018,15,12,1.42,2,-,-,-,3,3,-,1,-,507',1.014'
771,159570,2018,36,22,1.23,-,-,1,1,-,3,1,-,-,-,1.949'
772,292221,2018,25,19,0.84,-,1,-,10,7,4,-,-,-,-,839'
773,331467,2018,23,17,1.53,-,4,-,4,1,-,1,-,-,-,1.303'
774,440841,2018,12,8,0.63,-,-,-,1,-,4,-,-,-,-,647'
775,458602,2018,1,-,,-,-,-,-,-,-,-,-,-,-,-
776,513346,2018,36,24,1.42,2,-,-,2,1,3,1,-,-,1.015',2.030'
777,211300,2018,36,35,1.14,2,-,-,-,1,4,-,-,-,1.579',3.157'
778,292353,2018,35,33,1.39,5,1,-,1,2,10,1,-,3,563',2.816'
779,152044,2018,25,22,1.14,-,-,1,-,2,5,-,-,-,-,1.970'
780,716388,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,779415,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,33357,2018,54,29,1.79,1,-,-,3,3,5,-,-,-,2.293',2.293'
783,380350,2018,34,30,1.20,-,-,-,-,1,6,1,-,-,-,2.609'
784,523363,2018,33,24,1.33,-,-,-,7,6,5,-,-,-,-,1.440'
785,21725,2018,65,53,2.11,2,3,-,5,16,9,-,-,-,2.084',4.167'
786,33947,2018,75,54,2.35,1,9,-,12,8,12,-,-,-,3.775',3.775'
787,147396,2018,31,28,2.36,2,-,-,-,-,7,-,-,-,1.260',2.520'
788,208681,2018,56,55,1.89,5,-,-,1,4,12,2,1,-,936',4.682'
789,458710,2018,27,6,1.50,-,-,-,1,-,1,2,-,-,-,439'
790,520454,2018,60,55,1.35,1,1,-,-,4,12,-,-,-,4.936',4.936'
791,15951,2018,54,52,1.79,5,11,1,7,10,9,-,-,-,801',4.003'
792,52513,2018,42,31,1.74,2,-,-,-,1,4,-,-,-,1.388',2.776'
793,646402,2018,49,20,1.70,1,3,-,3,1,3,-,-,-,1.540',1.540'
794,140748,2018,59,55,1.62,7,3,-,1,2,12,-,-,-,690',4.832'
795,149249,2018,26,20,0.55,-,-,1,3,4,2,-,-,-,-,1.528'
796,58426,2018,32,32,1.16,3,7,-,-,3,2,2,-,-,940',2.821'
797,248903,2018,41,38,2.03,1,1,-,-,8,12,-,-,-,3.283',3.283'
798,277318,2018,38,34,2.15,-,-,-,-,2,-,-,1,-,-,2.973'
799,54308,2018,35,21,1.38,-,-,-,2,4,5,-,-,-,-,1.626'
800,552240,2018,55,29,1.48,1,2,-,7,7,7,-,2,-,1.993',1.993'
801,371967,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,388236,2018,42,41,1.29,4,9,-,-,1,2,-,-,3,913',3.651'
803,432773,2018,67,26,1.46,-,-,-,3,-,4,-,-,-,-,2.104'
804,231614,2018,55,49,1.55,2,3,-,1,5,3,-,-,-,2.146',4.292'
805,517300,2018,31,27,1.19,1,2,-,1,4,4,-,-,-,2.272',2.272'
806,633377,2018,13,-,,-,-,-,-,-,-,-,-,-,-,-
807,53226,2018,70,54,1.52,6,2,-,4,4,10,-,-,-,770',4.622'
808,54419,2018,58,47,1.53,1,3,-,2,3,8,1,-,-,3.946',3.946'
809,60982,2018,48,28,1.39,5,5,-,-,3,5,1,-,2,497',2.483'
810,103146,2018,41,38,1.37,3,-,-,3,5,15,-,-,-,1.026',3.078'
811,221611,2018,30,29,1.14,-,2,-,2,4,7,-,-,-,-,2.402'
812,177845,2018,44,32,1.66,5,2,-,4,2,1,-,-,-,503',2.517'
813,580572,2018,21,6,0.67,-,-,-,2,-,-,-,-,-,-,425'
814,579346,2018,31,17,1.59,2,2,-,1,3,5,-,-,-,695',1.389'
815,316067,2018,38,13,0.92,-,-,-,2,2,1,-,-,-,-,976'
816,76100,2018,54,37,2.08,-,5,-,3,4,8,1,-,-,-,3.105'
817,86917,2018,24,15,0.73,1,-,1,1,3,2,1,-,-,1.163',1.163'
818,116084,2018,14,10,0.70,-,3,-,1,1,3,-,-,-,-,787'
819,270650,2018,33,20,1.40,-,-,-,5,6,2,-,-,-,-,1.376'
820,371025,2018,45,36,1.25,-,-,-,2,1,2,-,-,-,-,3.068'
821,95087,2018,65,46,1.57,2,4,1,2,4,13,-,-,-,1.989',3.977'
822,125069,2018,39,34,2.12,-,4,-,2,2,15,-,1,-,-,2.860'
823,435163,2018,54,53,1.09,-,6,-,-,2,6,-,1,-,-,4.733'
824,54306,2018,3,-,,-,-,-,-,-,-,-,-,-,-,-
825,55322,2018,59,14,2.57,1,-,-,1,1,-,-,-,-,1.134',1.134'
826,75059,2018,47,35,1.17,2,5,-,1,3,5,-,-,-,1.503',3.006'
827,140796,2018,13,13,1.23,2,3,-,-,3,-,1,-,-,559',1.117'
828,152538,2018,48,42,1.90,1,1,-,-,9,8,-,-,-,3.579',3.579'
829,271666,2018,57,42,1.52,5,6,1,3,2,5,1,-,1,710',3.550'
830,336697,2018,19,14,1.07,2,2,-,2,2,5,-,-,-,560',1.119'
831,32816,2018,39,36,1.19,1,-,-,-,4,4,-,-,-,3.170',3.170'
832,34495,2018,43,40,1.83,1,3,-,8,13,7,-,-,-,2.631',2.631'
833,52960,2018,38,23,1.61,1,-,-,1,1,6,-,-,-,1.948',1.948'
834,268522,2018,47,30,1.47,-,1,-,5,9,5,-,-,-,-,2.243'
835,376373,2018,46,27,2.07,-,4,-,1,3,4,1,-,-,-,2.290'
836,342843,2018,32,31,1.90,2,1,-,-,4,4,-,-,-,1.396',2.792'
837,45591,2018,31,27,0.96,1,-,1,-,3,1,-,2,-,2.362',2.362'
838,237621,2018,36,31,0.97,-,3,-,6,10,6,-,-,-,-,2.020'
839,441762,2018,57,47,1.34,-,1,1,4,3,7,-,-,-,-,3.807'
840,520492,2018,27,5,0.80,-,1,-,1,-,1,-,-,-,-,372'
841,53999,2018,48,46,1.35,1,4,-,3,5,10,-,-,-,3.884',3.884'
842,76847,2018,49,33,1.24,-,1,-,1,-,6,-,-,-,-,2.885'
843,100009,2018,38,26,1.23,3,-,1,-,1,5,-,-,1,778',2.335'
844,104545,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,124183,2018,49,47,1.26,1,2,-,-,2,3,-,-,-,4.186',4.186'
846,124543,2018,32,9,1.00,1,-,2,1,-,1,-,-,1,781',781'
847,128855,2018,52,49,1.53,5,-,-,1,-,6,1,-,-,867',4.335'
848,150085,2018,21,18,0.67,-,2,-,3,6,5,1,1,-,-,1.302'
849,189047,2018,31,28,0.86,-,1,1,-,3,2,-,1,-,-,2.427'
850,222468,2018,50,18,1.89,-,-,-,3,2,2,1,-,-,-,1.362'
851,323618,2018,48,44,1.20,-,2,-,-,3,12,-,-,-,-,3.917'
852,346051,2018,56,44,1.30,1,-,1,1,2,3,-,-,-,3.850',3.850'
853,484599,2018,37,12,1.42,-,-,-,5,2,1,-,-,-,-,843'
854,132568,2018,40,28,1.21,-,2,-,1,1,4,2,1,-,-,2.349'
855,280283,2018,29,14,1.21,-,-,-,2,1,3,1,-,-,-,1.172'
856,280762,2018,27,26,1.69,2,-,-,-,1,4,-,-,-,1.166',2.332'
857,339711,2018,11,11,1.00,1,-,-,2,2,2,-,-,-,809',809'
858,217863,2018,44,43,1.56,3,10,-,3,4,8,-,1,3,1.215',3.645'
859,75118,2018,45,41,1.78,4,6,-,12,6,5,-,-,-,674',2.696'
860,188715,2018,20,9,1.56,-,1,-,-,2,3,-,-,-,-,712'
861,210088,2018,35,35,1.00,-,-,-,1,2,9,-,-,-,-,3.048'
862,224047,2018,56,19,1.68,1,-,-,4,6,4,-,-,-,1.239',1.239'
863,224863,2018,34,17,1.65,-,1,-,10,3,2,-,-,-,-,748'
864,322781,2018,30,16,0.81,-,2,-,4,1,-,1,-,-,-,1.113'
865,374096,2018,30,27,1.07,-,1,-,1,1,5,-,1,-,-,2.279'
866,420858,2018,30,28,0.86,1,2,-,4,1,3,1,-,-,2.255',2.255'
867,451019,2018,30,30,1.10,3,1,-,2,1,9,-,-,2,841',2.523'
868,550227,2018,49,36,1.14,1,-,1,2,3,7,-,-,-,2.990',2.990'
869,27369,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,118404,2018,37,37,1.41,10,-,-,-,1,1,1,-,4,325',3.246'
871,29368,2018,50,23,1.83,-,1,-,2,9,1,-,-,-,-,1.787'
872,34331,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,74453,2018,46,36,1.08,2,-,-,-,1,5,1,-,-,1.573',3.145'
874,75089,2018,28,26,1.31,1,-,1,4,-,5,-,-,-,2.084',2.084'
875,99667,2018,28,13,0.77,1,-,-,1,1,3,-,-,-,1.036',1.036'
876,108621,2018,39,28,1.21,-,1,-,-,1,5,-,-,-,-,2.458'
877,125215,2018,5,5,1.80,-,-,-,-,1,-,-,-,-,-,390'
878,161438,2018,32,26,0.92,1,-,-,-,-,6,1,-,-,2.340',2.340'
879,164646,2018,36,34,1.47,1,1,2,2,1,9,-,-,-,2.925',2.925'
880,233917,2018,32,25,1.48,1,-,1,4,2,4,1,-,-,1.878',1.878'
881,271860,2018,34,34,0.94,1,-,-,-,1,6,-,-,-,2.999',2.999'
882,291981,2018,30,25,1.24,-,4,1,1,4,6,-,-,-,-,2.114'
883,407842,2018,49,24,1.25,-,1,-,4,7,4,-,-,-,-,1.796'
884,433949,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,525472,2018,35,12,1.83,-,1,-,4,3,-,-,1,-,-,665'
886,539221,2018,34,17,0.65,-,1,-,4,2,1,-,-,-,-,1.251'
887,277713,2018,15,14,1.71,2,-,-,-,4,3,-,-,-,577',1.153'
888,187759,2018,34,31,1.32,3,-,-,-,2,7,-,-,-,911',2.733'
889,254771,2018,15,4,1.75,-,-,-,-,2,3,-,-,-,-,303'
890,439389,2018,45,2,1.50,-,-,-,1,-,-,-,-,-,-,135'
891,443612,2018,30,28,1.61,2,2,1,-,1,3,-,-,1,1.258',2.515'
892,702281,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,199099,2018,18,17,1.29,-,-,-,1,2,5,-,-,-,-,1.462'
894,42853,2018,48,29,0.83,-,-,-,1,-,7,-,-,-,-,2.529'
895,45353,2018,2,1,1.00,-,-,-,1,-,-,-,-,-,-,45'
896,53532,2018,27,22,1.05,1,-,-,2,-,3,-,-,-,1.842',1.842'
897,55266,2018,26,25,1.60,1,1,-,3,3,7,-,-,-,2.006',2.006'
898,255755,2019,50,49,2.29,13,12,-,4,3,11,1,1,9,316',4.103'
899,435338,2019,36,34,1.53,1,-,1,1,1,6,-,-,-,2.987',2.987'
900,420064,2019,5,5,2.00,-,-,-,2,-,1,-,1,-,-,287'
901,458715,2019,4,3,2.00,-,-,-,-,-,1,-,-,-,-,270'
902,563692,2019,13,12,2.00,-,-,-,1,-,2,-,-,-,-,1.000'
903,149577,2019,29,28,1.43,4,-,-,-,2,2,-,-,-,611',2.445'
904,411662,2019,36,35,1.37,2,1,-,-,3,11,-,1,-,1.495',2.990'
905,627228,2019,3,1,1.00,-,-,-,-,-,-,-,-,-,-,90'
906,61892,2019,36,20,1.50,-,-,-,6,6,6,-,1,-,-,1.192'
907,149752,2019,27,10,1.90,-,-,-,4,-,1,-,-,-,-,579'
908,84695,2019,41,40,2.28,-,-,-,-,-,7,-,-,-,-,3.660'
909,29241,2019,36,35,2.57,1,1,-,2,9,4,-,-,-,2.725',2.725'
910,585982,2019,14,8,1.88,-,-,-,-,3,1,-,-,-,-,663'
911,258254,2019,27,22,1.68,-,-,-,-,4,3,-,1,-,-,1.865'
912,225335,2019,18,16,2.00,-,-,-,1,5,3,-,-,-,-,1.200'
913,231614,2019,18,18,1.56,3,1,-,-,4,6,-,-,-,512',1.536'
914,167724,2019,69,43,1.72,-,3,-,9,-,5,-,-,-,-,3.286'
915,429564,2019,28,28,1.46,1,2,-,7,1,7,-,-,1,2.086',2.086'
916,519879,2019,45,33,0.79,1,-,-,8,6,6,-,-,-,2.269',2.269'
917,520480,2019,40,39,1.54,1,3,-,2,9,13,-,-,-,3.155',3.155'
918,522065,2019,26,16,1.31,-,2,-,1,1,2,-,-,-,-,1.344'
919,593208,2019,21,19,2.21,3,-,-,1,7,1,-,-,-,505',1.516'
920,32804,2019,14,14,1.93,3,2,-,7,2,-,-,-,-,278',833'
921,33357,2019,20,19,1.84,1,1,-,-,-,4,-,-,-,1.740',1.740'
922,67996,2019,27,22,1.05,2,-,-,1,-,7,-,-,-,957',1.913'
923,68815,2019,18,10,1.10,-,1,-,1,4,4,-,-,-,-,728'
924,75378,2019,17,12,1.25,-,-,-,-,4,2,-,-,-,-,962'
925,77752,2019,34,14,1.86,-,2,-,-,5,4,-,-,-,-,1.132'
926,101195,2019,8,8,0.88,-,-,-,-,-,2,-,-,-,-,750'
927,114144,2019,28,22,1.95,1,-,-,15,1,4,-,-,-,1.008',1.008'
928,116084,2019,15,14,1.14,-,1,-,3,8,2,-,-,-,-,860'
929,122944,2019,2,2,1.50,-,-,-,-,-,-,-,1,-,-,99'
930,218352,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,226896,2019,23,22,1.18,3,1,1,-,-,5,-,-,-,660',1.980'
932,233917,2019,13,12,0.83,1,-,1,-,1,1,-,-,-,1.063',1.063'
933,250404,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,256695,2019,23,23,1.17,-,-,-,-,2,2,1,-,-,-,2.078'
935,278402,2019,37,33,1.33,-,1,-,9,5,6,-,1,-,-,2.001'
936,290500,2019,21,21,1.43,2,-,-,-,-,5,-,-,-,945',1.890'
937,292203,2019,22,18,0.56,-,-,-,3,7,7,-,-,-,-,1.157'
938,373299,2019,44,39,1.87,1,2,-,2,8,3,-,-,-,3.229',3.229'
939,440841,2019,18,11,1.64,-,1,-,2,1,3,-,-,-,-,862'
940,458602,2019,7,3,1.00,1,-,-,-,-,1,-,-,-,270',270'
941,520089,2019,37,17,1.71,1,-,-,2,-,4,1,-,-,1.428',1.428'
942,663088,2019,18,8,1.00,-,-,-,3,4,1,-,-,-,-,412'
943,432254,2019,30,30,1.33,2,-,-,-,-,6,-,-,-,1.365',2.730'
944,808475,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,530032,2019,15,15,,1,-,-,1,4,1,-,-,-,1.227',1.227'
946,816143,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,862333,2019,1,1,,-,-,-,-,-,-,-,-,-,-,90'
948,347913,2019,56,55,1.51,-,3,-,2,-,8,-,1,-,-,4.825'
949,137745,2019,27,26,1.62,-,1,2,4,4,7,1,2,-,-,1.832'
950,33947,2019,18,18,2.22,-,1,-,1,1,5,-,-,-,-,1.602'
951,159142,2019,34,34,1.62,-,-,-,-,2,7,-,-,-,-,3.028'
952,603122,2019,48,34,1.76,2,1,-,3,5,5,-,-,-,1.366',2.732'
953,74550,2019,11,8,1.50,1,1,-,4,3,1,-,-,-,319',319'
954,148666,2019,36,26,1.15,-,1,-,3,3,6,1,-,-,-,2.048'
955,207446,2019,26,26,1.77,1,1,-,2,-,5,-,-,-,2.204',2.204'
956,382171,2019,57,21,1.86,1,-,-,7,2,5,-,-,-,1.324',1.324'
957,789856,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,104590,2019,55,44,1.55,2,1,-,4,10,10,1,1,-,1.656',3.311'
959,391720,2019,31,31,1.94,1,2,-,4,2,12,-,-,-,2.495',2.495'
960,329720,2019,51,48,1.35,-,-,-,-,5,1,-,-,-,-,4.246'
961,13835,2019,53,33,1.76,5,-,-,5,3,4,-,-,5,497',2.483'
962,54155,2019,80,49,1.49,-,6,-,9,7,14,1,-,-,-,3.701'
963,60982,2019,30,30,1.17,7,3,1,1,6,8,-,1,4,353',2.468'
964,74747,2019,49,26,1.46,-,2,-,2,5,2,-,1,-,-,2.029'
965,95152,2019,40,27,1.85,3,-,-,1,2,10,1,1,-,751',2.253'
966,271335,2019,28,28,1.07,-,2,-,1,1,6,2,-,-,-,2.351'
967,104540,2019,23,23,1.57,1,2,-,-,-,5,-,-,-,2.070',2.070'
968,265649,2019,45,44,1.05,8,1,1,2,2,8,-,-,2,472',3.778'
969,546033,2019,47,46,1.28,6,1,1,1,4,2,-,-,4,662',3.969'
970,53226,2019,61,42,1.86,3,1,-,9,1,7,1,1,-,1.031',3.092'
971,283863,2019,34,28,1.89,3,3,-,3,3,8,-,-,-,778',2.334'
972,325196,2019,44,19,1.32,1,-,-,10,1,1,-,-,-,984',984'
973,64870,2019,29,28,1.29,3,-,-,-,1,5,1,-,-,845',2.535'
974,476362,2019,51,44,1.50,1,3,1,4,15,4,1,-,-,3.426',3.426'
975,75058,2019,39,38,1.26,3,4,-,1,1,3,-,-,-,1.113',3.338'
976,75083,2019,32,32,1.47,3,4,-,-,6,14,-,1,2,944',2.831'
977,86917,2019,35,34,1.21,4,1,-,-,2,9,-,-,1,741',2.965'
978,374342,2019,22,22,1.14,-,-,-,3,-,1,-,-,-,-,1.759'
979,53755,2019,55,38,1.11,1,1,-,1,5,-,-,-,-,3.314',3.314'
980,198250,2019,53,53,1.64,3,7,-,1,9,13,-,1,-,1.513',4.538'
981,336474,2019,53,47,1.32,2,3,-,11,7,7,-,1,-,1.687',3.374'
982,54306,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,68832,2019,37,13,1.23,1,-,-,2,4,3,-,-,-,906',906'
984,75059,2019,45,38,1.61,-,2,-,2,10,3,-,-,-,-,3.037'
985,140796,2019,5,5,0.40,-,-,-,1,-,2,-,-,-,-,415'
986,271666,2019,41,29,1.83,2,2,-,3,1,7,-,1,1,1.210',2.420'
987,255805,2019,12,12,1.25,3,-,-,-,-,2,1,-,-,360',1.080'
988,85942,2019,34,22,1.82,2,-,-,1,2,8,-,-,-,931',1.862'
989,225640,2019,27,25,1.48,-,-,-,5,1,7,1,-,-,-,1.896'
990,265837,2019,51,42,1.45,-,3,-,5,1,5,-,-,-,-,3.475'
991,52960,2019,10,4,2.00,-,-,-,1,-,-,-,-,-,-,279'
992,140541,2019,44,43,1.35,1,-,1,1,-,9,-,-,-,3.794',3.794'
993,190705,2019,45,38,1.29,5,-,-,5,2,10,-,-,-,602',3.010'
994,192462,2019,24,18,1.06,-,1,-,2,7,2,-,-,-,-,1.230'
995,267464,2019,44,42,1.19,2,2,1,1,3,6,-,1,-,1.798',3.595'
996,268522,2019,47,38,1.42,-,2,-,21,12,1,-,1,-,-,1.584'
997,22378,2019,60,55,1.60,6,2,-,4,20,22,1,-,-,724',4.346'
998,34495,2019,9,6,2.17,-,2,-,1,4,1,1,-,-,-,429'
999,149928,2019,32,27,1.00,2,-,1,4,3,3,-,-,-,1.044',2.087'
1000,193135,2019,53,28,1.36,-,-,-,2,4,7,-,-,-,-,2.299'
1001,270191,2019,17,4,2.00,-,-,-,-,1,1,-,-,-,-,315'
1002,546037,2019,45,29,1.41,2,-,-,6,4,10,-,1,-,1.003',2.005'
1003,54305,2019,34,18,1.17,-,-,-,-,3,5,-,-,-,-,1.529'
1004,64577,2019,32,6,0.50,-,-,-,1,1,2,-,1,-,-,359'
1005,113586,2019,43,27,1.41,5,2,-,1,-,3,-,-,-,477',2.385'
