ID,Vítima,Clube_Vit,UID_TMK,Tipo,Título,Fato,Desdobramentos,Como Terminou,Onde,Ambiente,Data,Jogo,Campeonato,Programa,Emissora,Cidade,Espaço,Tipo de Agressão
46.2019,Hugo Souza, atleta do Clube de Regatas do Flamengo,574901,Racismo,"Hugo Souza, atleta do Clube de Regatas do Flamengo","O goleiro rubro-negro, Hugo Souza, relatou ter sofrido ofensas racistas por parte de torcedores cruzmaltinos que estavam no setor social do estádio. Segundo o arqueiro, ele foi chamado de “macaco” mais de uma vez.","O Flamengo divulgou apoio ao atleta em suas redes sociais. O Vasco da Gama emitiu Nota Oficial onde faz ponderações “o clube alegou que o goleiro não soube identificar o autor, assim como os seguranças presentes no estádio, relataram também não terem ouvido a acusação nos termos em que o atleta rubro-negro citou. O Cruzmaltino ressalta ainda que a arbitragem não paralisou a partida como exige a regra, num possível sinal de imprecisão por parte das autoridades”. Torcedores chegaram a dizer que a acusação era mentirosa e que o goleiro teria que provar o que estava acusando.","Não foram encontradas informações sobre o andamento do caso, se teve sequência na investigação, ou mesmo se foi a julgamento do caso na Justiça Desportiva (TJD-RJ) e de registro de ocorrência.",Estádio São Januário,Físico,20/11/19,Vasco da Gama x Flamengo,Carioca Sub-20,,,Rio de Janeiro/RJ,,
46.2021,Neymar da Silva Santos Júnior, atleta da Seleção Brasileira e Torcedores brasileiros,68290,Racismo,"Neymar da Silva Santos Júnior, atleta da Seleção Brasileira e Torcedores brasileiros","Desde o início da Copa América foi possível identificar dezenas de perfis de usuários argentinos chamando Neymar Jr e os brasileiros de macacos. Os comentários, todos com conteúdo racista, foram verificados com mais intensidade durante a partida Brasil e Argentina.",Diversos perfis de brasileiros denunciaram e repudiaram os comentários racistas proferidos por torcedores argentinos.,O caso não teve sequência,Redes Sociais,Internet,10/07/21,,,,,,,
46.2022,Marquinhos Calazans," Marcos Vinicius Silva Rocha Calazans, atleta do Cianorte Futebol Clube",341120,Racismo,"Marquinhos Calazans, Marcos Vinicius Silva Rocha Calazans, atleta do Cianorte Futebol Clube","O jogador Marquinhos Calazans relatou ter sofrido injúria racial por parte de um torcedor que estava no alambrado do setor descoberto, chamando-o de ‘macaquinho filho da p…’.","O Cianorte fez uma publicação de apoio ao jogador, condenando a atitude discriminatória. O atleta registrou o fato em uma delegacia e no Boletim de Ocorrência (BO). Marquinhos identificou o suposto agressor através das redes sócias. O fato não foi relatado em súmula.","Polícia abriu inquérito para investigar o caso. Não foram encontrados registros sobre o desdobramento do caso. Por ser um caso do âmbito criminal, ele corre em segredo de justiça, sem ter como se obter informações do seu desenrolar.",Estádio Municipal Olímpico Albino Turbay,Físico,19/06/22,Cianorte x São Bernardo,Brasileiro Série D,,,Cianorte/PR,,
47.2018,Vagner, atleta do Londrina Esporte Clube,692670,LGBTfobia,"Vagner, atleta do Londrina Esporte Clube","O árbitro do confronto entre Goiás x Londrina, Antônio Dib Morais-PI, relatou gritos homofóbicos contra Vagner, goleiro do Londrina. Relato na Súmula; “Aos 35 minutos do 1º tempo, no momento em que era mostrado um cartão amarelo ao goleiro da equipe do Londrina EC sr. Vagner Antonio Brandalise, e a partida sendo reiniciada, a torcida do Goiás EC. começou a gritar “goleiro viado, goleiro viado” isso ocorreu no período de 36 a 39 minutos do 1º tempo. Cabe informar que no intervalo da partida, o telão no estádio solicitou aos torcedores que não mais fizessem esse tipo de ação. O 2º tempo transcorreu sem mais nenhuma atitude hostil da torcida”.",,Não encontramos informações de julgamento por parte do STJD.,Estádio Olímpico Pedro Ludovico Teixeira,Físico,02/10/18,Goiás x Londrina,Brasileirão – Série B,,,,,
47.2022,Diego da Silva Rosa, atleta da Agremiação Sportiva Arapiraquense,101310,Racismo,"Diego da Silva Rosa, atleta da Agremiação Sportiva Arapiraquense",O atleta sofreu injuria racial vindo de um torcedor presente no estádio.,O caso foi relatado em súmula pelo árbitro Leonilson Fernandes Trigueiro Filho.,"Apesar do fato ter sido relatado em súmula, não foram encontradas informações de julgamento pela justiça desportiva, tão pouco se o atleta fez registro do fato em uma delegacia.",Estádio Juca Sampaio,Físico,19/06/22,CSE-AL X ASA-AL,Brasileiro Série D,,,Palmeira dos Índios/AL,,
48.2018,Nikão," Maycon Vinicius Ferreira da Cruz, atleta do Clube Atlético Paranaense",149572,LGBTfobia,"Nikão, Maycon Vinicius Ferreira da Cruz, atleta do Clube Atlético Paranaense","Post de Nikão, meia do Atlético-PR, virou debate nas redes sociais após escrever que relações homossexuais “nunca serão aceitas por Deus”. A publicação foi considerada homofóbica. “Com homem não te deitarás, como se fosse mulher, isso é abominação”, dizia a postagem.",A Aliança Nacional LGBTI encaminhou uma notificação ao jogador onde pede por meios legais a retratação pública do jogador com relação a postagem.,"Nikão enviou resposta a notificação extra-judicial feita pelos advogados da Aliança Nacional LGBTI onde respondeu que está exercendo seu direito de liberdade de expressão. “Ele invoca ainda a sua liberdade de expressão religiosa, uma vez que é evangélico”.",Internet – Instagram,Internet,08/05/18,,,,,,,
49.2018,Rômulo Otero, jogador do Clube Atlético Mineiro,177680,Xenofobia,"Rômulo Otero, jogador do Clube Atlético Mineiro","Em entrevista ao canal SporTV, o lateral-direito Edílson, do Cruzeiro, deu uma declaração polêmica sobre o meia Otero, do Atlético. “Com todos os meus adversários, eu chego firme. Vai ser assim. Quem é Otero? Otero é seleção venezuelana… porra nenhuma”, ressaltou.","Edilson pediu desculpas ao povo venezuelano pela declaração dada ao canal Sportv, logo depois do clássico, na qual se referiu à seleção nacional do país com menosprezo.",Sem informações de apuração e punição do incidente.,Estádio Governador Magalhães Pinto Mineirão,Mídia,08/04/18,Cruzeiro x Atlético-MG,Campeonato Mineiro,,,,,
49.2021,Pedro Rocha Neves, atleta do Club Athletico Paranaense,362844,Racismo,"Pedro Rocha Neves, atleta do Club Athletico Paranaense","A esposa do atacante do Athletico, Pedro Rocha, relatou ofensas racistas sofridas pelo jogador após a vitória sobre o Grêmio. Em suas redes, a esposa do jogador, Tamy Martins, exibiu mensagens em que o atleta era chamado de “favelado” e “preto”.","Na mesma postagem, Tamy Martins, comentou “Não toleramos nenhum tipo de discriminação ou preconceito, principalmente o de injúria racial, e lamentamos profundamente que situações como essa ainda aconteçam!! Adotaremos as medidas legais cabíveis, certos de que estamos fazendo a nossa parte!”.",Não foram encontradas mais informações sobre o caso.,Redes Sociais,Internet,26/09/21,,,,,,,
5.2014,Assis,Uberlândia-MG,,Racismo,Atleta Assis,"Lateral esquerdo Assis, do Uberlândia-MG, acusa torcedor do Mamoré de racismo.",,O torcedor foi identificado pela polícia e preso.,,,09/03/14,,Campeonato Mineiro (MG),,,,,
5.2016,Pedro Ivo,América F.C.,,Racismo,Pedro Ivo – América F.C.,"Torcedor chama volante de ""macaco"" e causa revolta no América-RN.",,"Polícia identificou o autor da ofensa racista ao jogador do América-RN como Romario Nunes. O mesmo se apresentou à uma delegacia de polícia sem qualquer restrição e o caso foi encerado, após pedido de desculpas. Conforme orientou o delegado responsável pelo caso “Conversei com Pedro Ivo e o jogador se prontificou a terminar o caso”.  OBS; A Diretoria do América manifestou nota de repúdio pelo ato do torcedor.",,Internet,16/03/16,Web,Internet,,,,,
5.2017,Carlos Alberto e Nikão, Clube Atlético Paranaense,15783,Racismo,Atletas Carlos Alberto e Nikão - Clube Atlético Paranaense,"O Clube Atlético-PR reclamou de insultos raciais proferidos pela torcida do Deportivo Capiatá - PAR. Os jogadores Carlos Alberto e Nikão declararam que foram chamados de “macaco” por torcedores paraguaios. O atacante Carlos Alberto chegou a pedir para a polícia local prender um torcedor, mas este acabou fugindo. O técnico Paulo Autuori, em coletiva, reclamou dos insultos raciais sofridos pelos seus atletas e pelos objetos atirados contra sua equipe, comparando que na Europa, isso não ocorre; “A América do Sul me parece, às vezes, uma república das bananas, onde tudo pode acontecer. Na Europa, já estamos vendo punições claras em situações de racismo. O Nikão, na saída, foi chamado de macaco, e ninguém faz nada. Toda hora, estão jogando garrafas em cima dele, e o quarto árbitro nada. É a república das bananas a América do Sul, não tenho dúvida. Lá (na Europa), eles agem. Aqui, a gente é permissivo. Você vai empurrando as coisas com a barriga, não acontece e acaba perdendo o poder de estar indignado.”","O clube Atlético Paranaense se manifestou através das redes sociais contra o preconceito e o presidente do clube brasileiro, Luiz Sallim Emed, afirmou que o clube paranaense pretendia entrar com representação na Conmebol (Confederação Sul-Americana de Futebol) contra o Deportivo Capiatá.","Não foram encontrados registros de que a representação foi enviada para a entidade Sul Americana, ou que a Conmebol tenha definido qualquer tipo de punição para a equipe paraguaia após constatar o ocorrido.",Estádio Erico Galeano (Paraguai),Físico,22/02/17,Deportivo Capiatá x Atlético-PR,Copa Libertadores da América,,,,,
5.2021,Pedro Henrique, atleta do Penarol Atlético Clube,,Racismo,"Pedro Henrique, atleta do Penarol Atlético Clube","Segundo o relato do árbitro Edmar Campos da Encarnação, o goleiro Pedro Henrique, do Penarol, foi chamado de “preto” por torcedores que acompanhavam a partida nos muros do estádio Gilbertão, enquanto era atendido Ao tomar ciência da situação, o árbitro solicitou que o policiamento retirasse as pessoas do local. O caso foi relatado na súmula da partida","Em entrevista, Pedro, confirmou o relato da súmula “Pensei que o juiz não tinha nem escutado, relevei a situação, estávamos atrás do resultado e momentaneamente nem liguei, me chateei e guardei pra mim, só depois descobri que ele ouviu e colocou na súmula”","Não foram identificados mais desdobramentos sobre o caso, tão pouco se o caso foi julgado, devido ao fato ter sido registrado em súmula",Estádio Olímpico Municipal Gilberto Mestrinho (Gilbertão),Físico,27/04/21,Princesa do Solimões x Penarol,Amazonense,,,Manacapuru/AM,,
5.2022,Zé Mário," José Mário Ferreira, atleta do Malvinas Esporte  Clube",,Racismo,"Zé Mário, José Mário Ferreira, atleta do Malvinas Esporte Clube","Nas redes sociais, Zé Mario, zagueiro do Malvinas, relatou ter sido chamado de “macaco” por um torcedor no confronto contra o Santa Cruz.","Ao ser questionado da publicação em que fez a denúncia do caso, o jogador informou que não registrou Boletim de Ocorrência (BO). Em nota de repúdio, o Malvinas afirmou que não foi possível identificar o agressor durante o jogo e nem após em imagens.",Não foram encontradas mais informações sobre a sequência do caso.,Sem Identificação,Físico,12/02/22,Santa Cruz EC x Malvinas EC,Copa Regional Amapar,,,Carmo do Paranaíba/MG,,
50.2021,Iury Lirio Freitas de Castilho, atleta do Centro Sportivo Alagoano,366450,Racismo,"Iury Lirio Freitas de Castilho, atleta do Centro Sportivo Alagoano","O jogador Iury Castilho (do CSA) denunciou que foi vítima de um ataque racista em seu Instagram. De acordo com o jogador, ele recebeu mensagens agressivas, com áudios e imagens, de um torcedor do Cruzeiro e foi chamado de macaco. Os prints da conversa foram publicados pelo próprio Iury Castilho.","Em nota, o CSA repudiou as ofensas racistas sofridas por Iury Castilho. Uma homenagem, com tom de protesto contra o racismo, foi feita ao jogador na entrada em campo no jogo seguinte ao caso.",O caso não teve outros desdobramentos.,Redes Sociais – Instagram,Internet,26/09/21,,,,,,,
50.2023,Fernando Carlos Miranda Teixeira, atleta do Nação Esportes,432251,Racismo,"Fernando Carlos Miranda Teixeira, atleta do Nação Esportes","Fernando, zagueiro do Nação, denunciou ao árbitro da partida que foi chamado de “macaco” por um torcedor do Juventus.","Conforme registrado em súmula pelo árbitro Tiago Soares dos Santos, após o relato de Fernando, a partida foi paralisada, o torcedor foi identificado pelo jogador e retirado da arquibancada pela Polícia Militar. Um boletim de ocorrência foi registrado. Nas redes sociais, tanto o Nação quanto o Juventus se manifestaram repudiando o caso.","Apesar do registro em súmula, não foram encontradas informações de que o caso tenha sido analisado pelo Tribunal de Justiça Desportiva do Futebol de Santa Catarina (TJD-SC). Em relação ao boletim de ocorrência, por se tratar de um caso de âmbito criminal, ele corre em segredo de justiça, impedindo a obtenção de informações sobre seu desenrolar.",Estádio João Marcatto,Físico,08/06/23,Juventus x Nação -,Catarinense - Série B,,,Jaraguá do Sul/ SC,,
51.2021,Luis David Cangá Sánchez, atleta do Club de Regatas Vasco da Gama,101355,Racismo,"Luis David Cangá Sánchez, atleta do Club de Regatas Vasco da Gama",O jogador equatoriano Luis David Cangá Sánchez foi vítima de racismo em sua apresentação oficial no Vasco da Gama. Na apresentação foram feitos vários comentários racistas. Em um dos comentários é possível ler “a cara da marginalidade”,Diversos perfis de torcedores do Vasco denunciaram os comentários racistas,"Não foram encontradas mais informações sobre o caso, tão pouco de algum posicionamento de apoio do clube ao atleta",Redes Sociais - Twitter,Internet,18/12/21,,,,,,,
51.2022,Natasha do Nascimento, atleta do Doce Mel Esporte Clube Feminino,,Racismo,"Natasha do Nascimento, atleta do Doce Mel Esporte Clube Feminino","A atleta Natasha relatou que ouviu gritos racistas vindos da arquibancada, onde encontravam-se os torcedores do Sport.","O fato foi relatado em súmula, embora a equipe de arbitragem tenha ressaltado que não escutaram a ofensa.","Por unanimidade dos votos, o Superior Tribunal de Justiça Desportiva de Futebol (STJD) absolveu o Sport no caso de denúncia de racismo registrado, após a vitória sobre o Doce Mel. No julgamento, a relatora Nathália Campos afirmou que a apresentação da defesa e a ausência de Boletim de Ocorrência (BO) ou Notícia de Infração acionada pelo Bahia, corroboraram para o voto de absolvição do Sport. Não houve recurso.",Estádio Adelmar da Costa Carvalho (Ilha do Retiro),Físico,03/07/22,Sport x Doce Mel,Brasileiro Feminino da Série A-3,,,Recife/PE,,
51.2023,Gabriel, atleta do Avaí F.C,,Racismo,"Gabriel, atleta do Avaí F.C","Durante uma jogada na linha de fundo, Gabriel, jogador sub-17 do Avaí F.C., foi chamado de “macaco” por um homem que assistia à partida.","O atleta denunciou o caso ao seu treinador, que informou o árbitro. A partida foi paralisada, e o torcedor foi identificado e expulso do CT por torcedores e atletas do time.",Não foram encontradas informações de que o atleta tenha registrado boletim de ocorrência ou qualquer informação sobre o caso.,CT do União,Físico,10/06/23,Avaí F.C X Jardim Atlântico,Municipal de Escolinhas de Futebol Sub-17,,,Rondonópolis/MT,,
52.2019,Matheus Miranda, atleta do Club de Regatas Vasco da Gama,412376,Racismo,"Matheus Miranda, atleta do Club de Regatas Vasco da Gama","Aos 46 do segundo tempo, antes de cobrar o pênalti que daria a vitória ao Vasco, o zagueiro Miranda relatou ao árbitro ter sido chamado de “macaco” por algum adversário. Ele converteu a penalidade e não comemorou. Foi à câmera e avisou “Macaco, não! Eu tenho orgulho da minha pele! Respeito!”. Miranda informou o ocorrido ao árbitro da partida, Roger Goulart, que relatou na súmula a denúncia.","O caso foi registrado na súmula da partida. Súmula da partida (FGF), “AOS 92 MINUTOS DO 2° TEMPO, COM A BOLA FORA DE JOGO E ANTES DA COBRANÇA DE UMA PENALIDADE PARA A EQUIPE DO VASCO DA GAMAO ATLETA N°4 Sr MATHEUS DOS SANTOS MIRANDA, DA EQUIPE DO VASCO DA GAMA, ATLETA ESTE QUE IRIA COBRAR O PENALTI, NÃO EXECUTA A COBRANÇA E SE DIRIGE ATE O ÁRBITRO DA PARTIDA E RELATA QUE SOFREU AS SEGUINTES INJURIAS RACIAISDOS DOS SEGUINTES ATLETAS DA EQUIPE DO C.A.INDEPENDIENTE, ATLETA N° 6, Sr AYRTON (COSTA), PROFERIU AS SEGUINTES PALAVRAS “MACACO”. ATLETA N° 10, Sr TOMAS (POZZO), PROFERIU A SEGUINTE PALAVRA “MACACO” E “NEGRO IMUNDO”.A179 A EQUIPE DE ARBITRAGEM NÃO PODE TOMAR NENHUMA MEDIDA DISCIPLINAR POIS O FATO NÃO FOI OBSERVADO, VISUALIZADO E ESCUTADO POR NENHUM MEMBRO DA EQUIPE DE ARBITRAGEM. APÓS O TERMINO DA PARTIDA FUI COMUNICADO PELO ATLETA DE N° 4, Sr MATHEUS DOS SANTOS MIRANDA, DA EQUIPE DO VASCO DA GAMA JUNTO COM O SEU TREINADOR Sr ALEXANDRE GRASSELI DE SOUZA, QUE FARIAM UM BOLETIM DE OCORRENCIA NA DELEGACIA MAIS PROXIMA CONTRA OS ATLETAS DA EQUIPE DO INDEPENDIENTE QUE COMETERAM AS INJURIAS RACIAIS.” O zagueiro Miranda, do time sub-20 do Vasco, foi à oitava Delegacia de Polícia Civil em Flores da Cunha (RS) e prestou queixa pela injúria sofrida no jogo contra o Independiente, da Argentina.","Após ser vítima de racismo, Miranda, do Vasco, se manifestou nas redes sociais, “Triste demais”. Não foram encontradas informações sobre o andamento do caso, nem se caso foi a julgamento do caso pela Justiça Desportiva.",Estádio Homero Soldatelli,Físico,11/12/19,Vasco x Independiente-ARG,Copa RS Sub-20,,,Flores da Cunha/RS,,
52.2021,Marinho," Mário Sérgio Santos Costa, atleta do Santos Futebol Clube",74758,Racismo,"Marinho, Mário Sérgio Santos Costa, atleta do Santos Futebol Clube","Após o jogo contra o Boca Juniors, o jogador do time argentino Ramón Ábila disse em entrevista para o jornal Olé “Troquei [a camisa] com Marinho, com o negro, porque o conheço. Bom, com o moreno, porque agora se você diz ‘negro’ te denunciam”","O jornal Olé ainda publicou, ironizando a fala do jogador Ábila, em seu perfil oficial no Twitter com um emoji de risada acompanhada pelas aspas do jogador argentino. Tanto o jornal, quanto o jogador, foram criticados pelos comentários feitos.",O caso não teve outros encaminhamentos,Entrevista pós-jogo,Mídia,09/01/21,,,,,,,
52.2022,Wallace Silva Pinto, atleta da Associação Desportiva São Caetano,,Racismo,"Wallace Silva Pinto, atleta da Associação Desportiva São Caetano","O jogador Wallace relatou que sofreu uma ofensa racista, sendo chamado de “algodão de coca” por um torcedor do Oeste.","O fato foi relato em súmula pelo árbitro Fabiano Monteiro dos Santos, destacando que o fato não foi escutado por nenhum membro da equipe de arbitragem. Sem a identificação dos autores, não foi realizada a denúncia para as autoridades policiais. O São Caetano emitiu nota sobre o caso.","Em princípio, caso não teve sequência. Apesar do registro do incidente em súmula, não foram encontradas informações se o caso foi encaminhado para julgamento da Justiça Desportiva (TJD-SP ou STJD).",Arena Municipal Orlando Batista Noveli (Arena Barueri),Físico,06/07/22,Oeste x São Caetano,Copa Paulista,,,Barueri/SP,,
52.2023,Éverson Felipe Marques Pires, atleta do Clube Atlético Mineiro,106032,Racismo,"Éverson Felipe Marques Pires, atleta do Clube Atlético Mineiro","O goleiro Éverson, do Atlético-MG, estava dando entrevista no gramado após o final do jogo quando um torcedor do Libertad, o chamou de “macaco” e fez gestos com os braços imitando o animal.","A diretoria do Atlético-MG entregou as imagens com atos ao delegado da partida. O incidente foi registrado na súmula da partida. Em entrevista, o goleiro pediu punições mais severas da CONMEBOL e cogitou ir até a delegacia registrar ocorrência, o que não foi possível devido ao horário do voo da delegação para retornar ao Brasil. Em nota, o Atlético-MG repudiou o ato e pediu punições mais severas nos casos de racismo. A CONMEBOL abriu um expediente disciplinar para investigar o caso.",O Libertad foi punido pela CONMEBOL com multa de US$ 100 mil dólares e ordenado a realizar campanha de conscientização na partida seguinte como mandante em competição da entidade nas redes sociais oficiais do clube e no estádio com a frase “Basta de Racismo”.,Estádio Defensores del Chaco,Físico,27/06/23,Libertad x Atlético -MG,Copa Libertadores da América,,,Assunção/PARAGUAI,,
53.2021,Lucas Braga, atleta do Santos Futebol Clube,606850,Racismo,"Lucas Braga, atleta do Santos Futebol Clube","Ao se referir ao atacante Lucas Braga, do Santos, o narrador Haroldo de Souza (Rádio GreNal) usou termos como “crioulinho”, “moreno” e “cidadão de cor”. O uso do termo pode ser enquadrado como crime de injúria racial.","Após o ocorrido a Rádio GreNal emitiu um comunicado repudiando qualquer ato discriminatório. O narrador, Haroldo de Souza pediu desculpas aos ouvintes. Em nota, o Santos repudiou os termos usados pelo narrador. A empresa que agencia a carreira de Lucas Braga, a MMC Sports, considerou o comentário racista. A Associação dos Cronistas Esportivos Gaúchos também se manifestou. Já o atleta não se pronunciou, entretanto, outros atletas do Santos se manifestaram. Marinho, desabafou “Racistas de merda”. Diante da repercussão, o Santos avaliou a possibilidade de processar o narrador, todavia, após uma conversa entre Lucas Braga e Haroldo Souza, o Santos decidiu não levar o caso à Justiça. Por outro lado, o Ministério Público Federal instaurou procedimento para apurar uso das expressões racistas. Assim, foram expedidos ofícios à Rádio GreNal e ao narrador, solicitando manifestação sobre o fato ocorrido.",Não foram encontradas informações sobre a investigação do caso.,Transmissão de rádio (narração de jogo),Mídia,03/02/21,Grêmio x Santos,Brasileiro,,,,,
