ID,Vítima,Clube_Vit,UID_TMK,Tipo,Título,Fato,Desdobramentos,Como Terminou,Onde,Ambiente,Data,Jogo,Campeonato,Programa,Emissora,Cidade,Espaço,Tipo de Agressão
120.2023,Rodrygo Silva de Goes, atleta da Seleção Brasileira de Futebol,412363,Racismo,"Rodrygo Silva de Goes, atleta da Seleção Brasileira de Futebol","As redes sociais de Rodrygo, atacante da Seleção Brasileira sofreram ataques racistas com diversas mensagens com emojis de macaco e banana, após a divulgação da leitura labial de um bate-boca com Messi no clássico entre Brasil e Argentina.","Rodrygo publicou um desabafo nas redes sociais, afirmando que continuaria lutando contra o racismo. Um relatório com 107 perfis com possível identificação dos responsáveis foi encaminhado ao Ministério Público do Rio de Janeiro (MPRJ) para investigação.",Não foram encontradas informações sobre a sequência do caso.,"Rede sociais/Facebook, Integram e X (antigo Twitter)",Internet,23/11/23,,,,,,,
122.2023,Paulo Henrique Sampaio Filho (Paulinho), atleta do Clube Atlético Mineiro,428791,Racismo,"Paulo Henrique Sampaio Filho (Paulinho), atleta do Clube Atlético Mineiro","Paulinho, atacante do Atlético-MG, foi alvo de intolerância religiosa no Instagram em fotos da comemoração do gol durante o jogo contra o Flamengo. Usuários se referiram ao atleta como “macumbeiro”.","No X, o Atlético-MG publicou uma nota repudiando o ato e afirmando que estava à disposição do jogador para tomar as medidas cabíveis contra os autores das ofensas.",Não foram encontradas informações sobre a sequência do caso.,Redes sociais/ Instagram e X (antigo Twitter),Internet,29/11/23,,,,,,,
123.2022,Marlon Reis Alves Mota, atleta do Contagem Esporte Clube,1005662,LGBTfobia,"Marlon Reis Alves Mota, atleta do Contagem Esporte Clube","Torcedores não identificados da equipe do North Esporte Clube, que estavam atrás do gol da equipe do Contagem, proferiram em direção ao goleiro Marlon, do Contagem, os gritos de “viado, viado, viado”.","A árbitra Francielly Fernanda Lima de Castro registrou o fato em súmula. O caso foi levado para julgamento pelo TJD-MG (Tribunal de Justiça Desportiva de Minas Gerais) e o North foi multado em R$ 600,00(seiscentos reais) e punido com a perda dos pontos no art. 243-G.","Após recurso, o novo julgamento decidiu, por maioria, dar parcial provimento ao recurso para afastar a condenação de perda de pontos, mantendo a condenação de multa no art.243-G.",Estádio José Maria de Melo,Físico,03/09/22,North Esporte x Contagem,Mineiro2º divisão,,,Montes Claros/MG,,
125.2022,Pedro Raul Garay da Silva, atleta do Goiás Esporte Clube,547443,LGBTfobia,"Pedro Raul Garay da Silva, atleta do Goiás Esporte Clube","O centroavante Pedro Raul foi ofendido com gritos homofóbicos de “viadinho”, após marcar gol e fazer a sua comemoração habitual com as mãos nos ouvidos.",O RB Bragantino emitiu nota e pediu desculpas a Pedro Raul pelos gritos homofóbicos. O árbitro da partida registrou o fato em súmula. O STJD (Superior Tribunal de Justiça Desportiva) analisou o caso e levou a julgamento.,O clube paulista recebeu multa de R$ 30 mil reais por infração ao artigo 243-G. O julgamento ocorreu em 10 de outubro. Não houve recurso.,Estádio Nabi Abi Chedid (Nabizão)-Arena Red Bull,Físico,18/09/22,RB Bragantino x Goiás,Brasileiro Série A,,,Bragança Paulista/SP,,
13.2015,Amaral,Francisco Beltrão F.C.,,Racismo,"Amaral, , Francisco Beltrão F.C.",Um torcedor do Pato Branco chamou o volante Amaral de “macaco” durante a partida e foi preso pela Polícia Militar.,,"Após identificado e conduzido à delegacia, juntamente com o atleta e outras testemunhas, o torcedor foi preso, mas pagou fiança de R$ 800,00 e foi liberado. Vai responder em liberdade o processo por injuria racial.",,Físico,19/04/15,Francisco Beltrão x Pato Branco,Campeonato Paranaense,,,,,
13.2016,Lucas Costha,S.C. Internacional,539370,Racismo,Lucas Costha – S.C. Internacional,O atleta Lucas Costha relatou em sua página no Facebook ter siso ofendido por torcedores do Grêmio.,,Não constam informações de que o atleta tenha levado o caso para as vias judiciais.,,Físico,18/06/16,Grêmio x Internacional,Gauchão (Sub 20),,,,,
13.2017,Felipe Melo, Atleta da Sociedade Esportiva Palmeiras e torcedores,35537,Racismo,Felipe Melo - Atleta da Sociedade Esportiva Palmeiras e torcedores,"Gustavo H. Souza, assessor de imprensa e membro do estafe do volante Felipe Melo, publicou em seu Twitter a acusação de que o atleta voltou a receber insultos racistas dos jogadores uruguaios. Além desse episódio, os torcedores locais foram flagrados fazendo gestos de macacos para os brasileiros.","O jogo terminou com uma confusão generalizada em campo que iniciou entre os jogadores uruguaios e o volante Felipe Melo, com cenas de violência e briga entre as equipes. A Confederação Sul-Americana de Futebol puniu as duas equipes e os jogadores envolvidos com multa e suspensão, entretanto o julgamento todo ocorreu apenas em relação a violência da partida. Após isso o Palmeiras enviou para a Conmebol duas denúncias contra o clube uruguaio, cobrando um posicionamento da entidade sobre as manifestações racistas dos torcedores adversários e reclamou da agressão sofrida pelo jogador da equipe paulista, Willian.","Em novo julgamento, a pena imposta para o atleta palmeirense que era de suspensão de seis jogos foi reduzida, mas não foi encontrado registros de que a Conmebol tenha analisado a denúncia de racismo feita pelo Palmeiras contra os torcedores uruguaios.",Estádio Campeón Del Siglo (URUGUAI),Físico,26/04/16,Peñarol x Palmeiras,Copa Libertadores,,,,,
13.2020,Danilo Bokinha, atleta do Karrossel,,Racismo,"Danilo Bokinha, atleta do Karrossel","Um torcedor do América se exaltou, proferindo palavras de cunho racista contra o goleiro Danilo Bokinha, do Karrossel","O caso teve muita repercussão nas redes sociais. O Karrossel publicou, em seu perfil no Instagram, uma nota de repúdio. Na postagem, o clube destaca que atos como esses são frutos de atitudes individuais e isoladas, que em nada representam a grandiosidade e a história dos clubes envolvidos. O goleiro Danilo Bokinha também usou seu perfil no Instagram para se posicionar. Num vídeo curto ele demonstrou indignação em relação ao ato sofrido e agradeceu ao apoio dos amigos e torcedores","Segundo informou o dirigente do Karrossel, Paulo Giardulo, o goleiro não quis registrar boletim de ocorrência. Não foram encontradas informações se houve identificação do agressor.",Estádio José Maria de Castro,Físico,08/11/20,Karrossel x América de Lagoa Preta,Amador,,,Pará de Minas/MG,,
13.2023,Windson Airez Neves, atleta do Ypiranga Futebol Clube,644389,Racismo,"Windson Airez Neves, atleta do Ypiranga Futebol Clube","Aos 31 minutos do primeiro tempo, o jogo entre Caxias e Ypiranga foi interrompido, após Marcão, massagista do Ypiranga, comunicar ao árbitro que um torcedor do Caxias teria proferido ofensas racistas contra um jogador do Ypiranga.","A partida foi interrompida por sete minutos. O caso foi documentado na súmula do jogo. O torcedor envolvido foi identificado e conduzido à delegacia para prestar depoimento, e um boletim de ocorrência foi registrado. Após o término da partida, Marcão preferiu não comentar sobre o caso. Na súmula, o árbitro Roger Goulart registrou que as ofensas foram dirigidas a Marcão. Em uma declaração oficial, o Ypiranga afirmou que o zagueiro Windson foi a vítima das ofensas e condenou o ato. O Caxias anunciou em nota que cooperaria com as autoridades para esclarecer o incidente. O Caxias foi denunciado por infração ao Art.243-G, § 2º do CBJD.","Em relação ao boletim de ocorrência, por ser um caso do âmbito criminal, ele corre em segredo de justiça, sem ter como obter informações do seu desenrolar. O Caxias foi absolvido por unanimidade pelo Tribunal de Justiça Desportiva do Rio Grande do Sul (TJD-RS).",Estádio Francisco Stédile (Centenário),Físico,04/03/23,Caxias x Ypiranga,Gaúcho,,,Caxias do Sul/RS,,
130.2019,Adriano Ferreira Pinto, atleta do Pontisola Calcio/ITÁLIA,22811,Racismo,"Adriano Ferreira Pinto, atleta do Pontisola Calcio/ITÁLIA","Toda vez que Ferreira Pinto, do Pontisola, pegava na bola, “um pequeno grupo” de torcedores o insultava de forma racista.",O caso foi denunciado e levado a julgamento.,"O Como foi punido a pagar uma multa de 1,8 mil euros e um jogo com portões fechados.",Stadio Matteo Legler,Físico,03/03/19,Pontisola Calcio x Calcio Como,Italiano Série D,,,Bérgamo/ITÁLIA,,
130.2023,Guilherme Ribeiro Quintino Machado, atleta do Volta Redonda Futebol Clube,1112445,Racismo,"Guilherme Ribeiro Quintino Machado, atleta do Volta Redonda Futebol Clube","Guilherme Quintino, jogador do Volta Redonda, denunciou ter sido vítima de racismo em uma loja da Zara. O jogador declarou que foi impedido de sair da loja por um segurança e obrigado a mostrar onde havia deixado a sacola com as peças que desistiu de comprar.","O jogador expôs o caso nas redes sociais em um vídeo gravado por sua namorada. As imagens mostram o casal questionando a ação dos funcionários, sem receber respostas. O vídeo também mostra o segurança entregando a sacola com os itens para uma funcionária fazer a conferência. Após a conferência, Guilherme foi liberado. O jogador registrou um boletim de ocorrência, e clientes que presenciaram a ação prestaram depoimentos como testemunhas. O segurança e a gerente da loja também prestaram depoimento. Após a conclusão da investigação, o segurança foi indiciado por crime de racismo.","Com a Justiça do Rio de Janeiro aceitando a denúncia do Ministério Público, o segurança tornou-se réu pelo crime de racismo. Não foram encontradas informações sobre o andamento do processo, por se tratar de um caso de âmbito criminal, ele corre em segredo de justiça, impedindo a obtenção de informações sobre seu desenrolar.",Loja,Físico,18/06/23,,,,,Riode Janeiro/RJ,,
131.2019,Serginho, atleta do Jorge Wilstermann/BOLÍVIA,145655,Racismo,"Serginho, atleta do Jorge Wilstermann/BOLÍVIA","O atacante brasileiro Serginho, do Jorge Wilstermann, abandonou o campo antes do apito final após ser alvo dos insultos racistas proferidos por parte da torcida do Blooming. O meia se preparava para cobrar um escanteio quando ouviu gritos vindos da torcida local. O jogador declarou que conversou com o árbitro da partida (que era um árbitro Fifa), mas que ele deu uma risada debochando do fato. Após isso, Serginho achou uma falta de respeito e decidiu tomar uma atitude e saiu de campo.","O presidente boliviano, Evo Morales, se solidarizou com o jogador brasileiro, vítima de racismo. O Blooming, cujo os torcedores cometeram atos racistas, pediu pela suspensão de jogador brasileiro alvo de racismo. Depois de quase três semanas, o presidente do Blooming, Juan Jordán, pediu desculpas a Serginho e sua família pelos insultos racistas.",Não encontradas informações de punição ou qualquer advertência aplicada ao clube.,Estadio Ramón Aguilera Costas,Físico,17/03/19,Blooming x Jorge Wilstermann,Boliviano,,,Santa Cruz de la Sierra/BOLÍVIA,,
131.2023,Wellington Aparecido Martins, atleta do Avaí Futebol Clube,74789,Racismo,"Wellington Aparecido Martins, atleta do Avaí Futebol Clube","Nas redes sociais, o volante do Avaí, Wellington, denunciou um ataque racista sofrido por sua família. O atleta compartilhou uma foto de uma casca de banana encontrada por sua esposa na porta do apartamento da família.","Em nota, o Avaí manifestou solidariedade ao jogador e sua família, afirmando que o departamento jurídico do clube estava à disposição para auxiliá-los. Conforme a Polícia Civil, após análise das câmeras do local, foi constatado que crianças estavam brincando e que, após uma queda de energia, elas saíram correndo, resultando na queda da banana que uma delas estava comendo. Em resposta, nas redes sociais, Wellington questionou a conclusão do caso, alegando que ele e sua esposa não foram ouvidos e contestando que, nas imagens que possuem, não há evidência de queda de energia. Após a manifestação do jogador, a Polícia Civil informou que foram conduzidas investigações preliminares e que não havia sido instaurado um inquérito, pois as vítimas não registraram um boletim de ocorrência e que a continuidade da investigação estava condicionada ao registro do boletim de ocorrência,conforme determinado pela legislação.",Não foram encontradas informações sobre o registro de um boletim de ocorrência pelo jogador.,Casa do jogador,Físico,23/06/23,,,,,Florianópolis/SC,,
133.2019,Malcom, atleta do Zenit/RÚSSIA,323704,Racismo,"Malcom, atleta do Zenit/RÚSSIA",A torcida do Zenit insultou racialmente o atacante Malcom em sua estreia pelo clube russo. Uma parte dos fanáticos do clube abriram uma faixa questionando a contratação de jogadores negros por parte dos dirigentes.,"A direção do Zenit, de São Petersburgo, negou que sua torcida teve uma atitude racista contra o atacante brasileiro Malcom durante a partida contra o Krasnodar. Segundo comunicado do clube russo, a faixa exposta no estádio com a frase “obrigado aos diretores por respeitarem nossas tradições” foi feita por um “pequeno grupo de indivíduos” e claramente teve uma “má interpretação” por parte da imprensa.",Não encontramos informações de julgamento do caso.,Gazprom Arena,Físico,03/08/19,Zenit St.Petersburg x Krasnodar,Russo,,,São Petersburgo/RÚSSIA,,
134.2019,Dalbert, atleta da Fiorentina/ITÁLIA,312862,Racismo,"Dalbert, atleta da Fiorentina/ITÁLIA","O lateral-esquerdo Dalbert, da Fiorentina, foi vítima de cantos racistas por parte da torcida da Atalanta. O brasileiro avisou o ocorrido ao árbitro Daniele Orsato, que decidiu interromper a partida. O ato lamentável aconteceu aos 31 minutos do primeiro tempo e o sistema de som do estádio Ennio Tardini avisou ao público presente sobre a paralisação. Após vaias vindas das arquibancadas, a bola voltou a rolar três minutos depois.",O caso foi mundialmente comentado e acabou sendo levado a julgamento pela Liga de Futebol italiana.,A Atalanta foi multada em 10 mil euros (cerca de R$ 44 mil) pela Liga de Futebol da Itália devido aos gritos racistas que alguns de seus torcedores entoaram contra o lateral-esquerdo brasileiro Dalbert.,Estádio Atleti Azzurri d’Italia,Físico,22/09/19,Atalanta x Fiorentina,Italiano,,,Bérgamo/ITÁLIA,,
135.2019,Dentinho, atletas do Shakhtar Donetsk/UCRÂNIA,52787,Racismo,"Dentinho e Taison, atletas do Shakhtar Donetsk/UCRÂNIA","Na reta final da partida a torcida do Dínamo Kiev começou com insultos raciais aos jogadores do Shakhtar, que saíram de campo se recusando a jogar. A partida reiniciou após alguns atletas da equipe visitante pedirem para seus torcedores pararem com os insultos, entretanto os insultos continuaram e Taison acabou expulso por ter chutado a bola e ter feito gestos obscenos para os torcedores racistas.",Os jogadores Taison e Dentinho saíram de campo chorando. A Federação Ucraniana manifestou dizendo que avaliaria o ocorrido.,"O jogador Taison acabou sendo suspenso pela Associação Ucraniana de Futebol por mais uma partida - além da suspensão automática por conta do cartão vermelho, que recebeu por reagir aos insultos racistas. O Dínamo de Kiev, cujos torcedores foram os responsáveis pelo ato racista, também foi punido com um jogo de portões fechados e 500 mil Grívnia (equivalente a R$ 87.160,38).",Estádio Metalist,Físico,10/11/19,Shakhtar Donetsk x Dínamo de Kiev,Ucraniano,,,Carcóvia/UCRÂNIA,,
135.2019,Taison, atletas do Shakhtar Donetsk/UCRÂNIA,76028,Racismo,"Dentinho e Taison, atletas do Shakhtar Donetsk/UCRÂNIA","Na reta final da partida a torcida do Dínamo Kiev começou com insultos raciais aos jogadores do Shakhtar, que saíram de campo se recusando a jogar. A partida reiniciou após alguns atletas da equipe visitante pedirem para seus torcedores pararem com os insultos, entretanto os insultos continuaram e Taison acabou expulso por ter chutado a bola e ter feito gestos obscenos para os torcedores racistas.",Os jogadores Taison e Dentinho saíram de campo chorando. A Federação Ucraniana manifestou dizendo que avaliaria o ocorrido.,"O jogador Taison acabou sendo suspenso pela Associação Ucraniana de Futebol por mais uma partida - além da suspensão automática por conta do cartão vermelho, que recebeu por reagir aos insultos racistas. O Dínamo de Kiev, cujos torcedores foram os responsáveis pelo ato racista, também foi punido com um jogo de portões fechados e 500 mil Grívnia (equivalente a R$ 87.160,38).",Estádio Metalist,Físico,10/11/19,Shakhtar Donetsk x Dínamo de Kiev,Ucraniano,,,Carcóvia/UCRÂNIA,,
136.2019,Fred, atleta do Manchester United/INGLATERRA,191614,Racismo,"Fred, atleta do Manchester United/INGLATERRA","Durante o segundo tempo do jogo, um torcedor do City foi flagrado fazendo gestos racistas para o meia brasileiro Fred, do United.",O Manchester City se pronunciou de forma oficial. O clube ajudou na identificação do torcedor e afirmou que “qualquer pessoa considerada culpada de abuso racial será banida do clube por toda a vida”. A polícia da grande Manchester prendeu o torcedor do City que fez gestos racistas contra o volante brasileiro Fred. O homem de 41 anos foi detido para interrogatório.,Não foram encontradas informações de punição da F.A. e/ou mais informações sobre o que ocorreu com o torcedor após prisão.,Etihad Stadium,Físico,07/12/19,Manchester City x Manchester United,Inglês,,,Manchester/Inglaterra,,
137.2019,Vinícius Júnior, atleta do Real Madrid/ESPANHA,371998,Racismo,"Vinícius Júnior, atleta do Real Madrid/ESPANHA","O atacante Vinícius Júnior foi alvo de racismo nas redes sociais. O jornal espanhol “AS” publicou em sua conta oficial no Twitter um pedido para que torcedores resumissem em um emoji a atuação do brasileiro do Real Madrid na primeira etapa do clássico contra o Barcelona. Um usuário da rede social, torcedor do rival Atlético de Madrid, respondeu com um macaco.",A publicação gerou muita polêmica e foi considerada racista.,Não encontramos informações de qualquer providencia ter sido tomada.,Rede Social - Twitter,Internet,27/02/19,,,,,,,
137.2023,João Vitor Stein Braga, atleta do Hercílio Luz Futebol Clube,1095650,LGBTfobia,"João Vitor Stein Braga, atleta do Hercílio Luz Futebol Clube","Durante a cobrança de tiro de meta pelo goleiro João Braga do Hercílio Luz, a torcida do Audax gritou “Éeeee bicha”.","A ofensa foi registrada na súmula da partida pelo árbitro Marcelo de Jesus Santos. O Audax foi denunciado à Justiça Desportiva por infração ao Art. 243-G, § 2º do CBJD.",O Grêmio Osasco Audax foi punido pelo TJD-SP com uma multa de R$ 2 mil. Não foram encontradas informações de que o clube tenha entrado com recurso.,Estádio Municipal Prefeito José Liberatti(Rochdalão),Físico,04/01/23,Audax x Hercílio Luz,Copa São Paulo de Futebol Júnior,,,Osasco/SP,,
138.2019,Vinícius Júnior, atleta do Real Madrid/ESPANHA,371998,Racismo,"Vinícius Júnior, atleta do Real Madrid/ESPANHA","O site inglês “Trool Football” publicou no Twitter uma foto montagem considerada racista, por referenciar crianças que passam fome em países africanos.","A publicação repercutiu mundialmente de forma negativa, sendo considerada de cunho racista.",Não foram encontradas informações de qualquer providência tenha sido tomada.,Rede Social - Twitter,Internet,05/03/19,,,,,,,
138.2021,Vinicius Tanque," Vinícius Rodolfo de Souza Oliveira, atleta do Club Deportivo Atlético Baleares",346770,Racismo,"Vinicius Tanque, Vinícius Rodolfo de Souza Oliveira, atleta do Club Deportivo Atlético Baleares","Durante a partida, torcedores do Atlético de Madrid B imitaram sons e fizeram gestos de macaco para o atacante brasileiro, Vinicius Tanque.","O Atlético de Madrid pediu desculpas ao Atlético Baleares e ao jogador brasileiro, e prometeu que vai investigar o ocorrido e identificar os autores das ofensas raciais.",Não foram encontradas mais informações sobre o caso.,Estádio Cerro del Espino,Físico,31/01/21,Atlético de Madrid B x Atlético Baleares,Primeira Divisão RFEF,,,Majadahonda/ESPANHA,,
139.2019,Luiz Adriano, atleta do Spartk Moscou/RÚSSIA,48974,Racismo,"Luiz Adriano, atleta do Spartk Moscou/RÚSSIA","Em uma publicação no Twitter, o jornalista Andrei chamou Luiz Adriano de “macaco”, após jogada ríspida entre o brasileiro e zagueiro Nababkin, com o último sendo expulso. “O macaco do Spartak tem que ser expulso, após o vermelho para Nababkin”, escreveu o ex-jornalista na rede social.","O Spartk entrou com ação judicial contra Andrei Malosolov, torcedor e jornalista que chamou o atacante brasileiro de “macaco”.","O julgamento de Malosolov estava marcado previamente para o dia 27 de setembro de 2019, mas não encontramos informações se ocorreu e qual o resultado.",Rede Social - Twitter,Internet,30/06/19,Spartk Moscou x CSKA,,,,,,
139.2021,Allano Brendon de Souza Lima, atleta do Clube Desportivo Santa Clara,376441,Racismo,"Allano Brendon de Souza Lima, atleta do Clube Desportivo Santa Clara","O atacante Allano, do Santa Clara, ouviu insultos racistas enquanto se encaminhava para o banco de reservas. Os gritos foram subindo de som nas arquibancadas e o brasileiro respondeu. Foi possível ouvir gritos de macaco em alguns setores do estádio, além de torcedores imitando gestos de macaco.","O atleta avisou ao quarto árbitro, que comunicou o fato para o árbitro Craig Pawson. Com a reclamação, o árbitro inglês interrompeu a partida por aproximadamente dois minutos. O treinador do Partizan e o capitão da equipe foram comunicados pelo árbitro, que alertou que se os fatos continuassem o clube poderia ser penalizado. Os fatos foram denunciados em súmula","Foram identificadas informações de que a UEFA oficialmente anunciou que iniciaria um processo disciplinar contra o Partizan, entretanto não foram encontradas mais informações se o clube sérvio foi realmente punido pelo incidente.",Estádio Partizan,Físico,26/08/21,Patizan x Santa Clara,Liga Conferência Europa da UEFA,,,Belgrado/SÉRBIA,,
139.2023,Naldo," Josinaldo Fernandesda Silva, atleta da Academia Futebol Clube",874298,LGBTfobia,"Naldo, Josinaldo Fernandesda Silva, atleta da Academia Futebol Clube","Aos 26 minutos do segundo tempo,parte da torcida do União gritou “viado” ao goleiro Naldo da Academia F.C.","O ato foi registrado na súmula pelo árbitro, que também relatou que a partida chegou a ser paralisada. O União foi denunciado por infração ao Art. 243-G §2º do CBJD.",O União Esporte Clube foi multado pelo TJD-MT em R$ 500. Não foram encontradas informações de que o clube recorreu da decisão.,Estádio Engenheiro Luthero Lopes (Caldeirão),Físico,22/01/23,União x Academia Futebol Clube,Mato-grossense,,,Rondonópolis/MT,,
14.2014,Aranha,Santos-SP,75071,Racismo,Atleta Aranha,"Durante a partida entre Grêmio e Santos, alguns torcedores da equipe Gremista xingaram o goleiro santista, Aranha, de macaco.",,"Grêmio foi julgado pelo STJD e foi excluído da Copa do Brasil. Recorreu e foi penalizado com a perda de 3 pontos, sendo desclassificado da competição.",,,28/08/14,,Copa do Brasil – Rio Grande do Sul (RS),,,,,
14.2019,Deijair dos Santos Nunes, atleta da Sociedade Desportiva Juazeirense,689534,Racismo,"Deijair dos Santos Nunes, atleta da Sociedade Desportiva Juazeirense","No fim do segundo tempo, o goleiro Deijair, da equipe baiana, foi alvo de ofensas racistas por torcedores da equipe goiana. Ele acabou expulso de campo por ter tentado agredir integrantes da torcida.","O fato foi registrado na súmula da partida. O árbitro Silvio André Loureiro de Lima apontou que nenhum integrante da equipe de arbitragem presenciou os xingamentos. Após a partida o atleta tentou registrar Boletim de Ocorrência (B.O.), mas sofreu com descaso na delegacia. Deijair relatou que, ao prestar queixa em delegacia, o agente informou que ele iria “perder tempo”. O atleta posteriormente registrou B.O. e o processo corre na justiça.","A Quinta Comissão Disciplinar do STJD do Futebol puniu por maioria dos votos, a Aparecidense com multa de R$ 50 mil e perda de um mando de campo pela injúria racial cometida por torcedores contra o atleta Deijair.",Estádio Annibal Batista de Toledo,Físico,18/05/19,Aparecidense x Juazeirense,Brasileiro Série D,,,Aparecida de Goiânia/GO,,
14.2020,Talles Silva, atleta do Atlético Gloriense,,Racismo,"Talles Silva, atleta do Atlético Gloriense",Aos 31 minutos do segundo tempo uma confusão foi iniciada no gramado com os jogadores discutindo sobre a injúria racial contra o atleta Talles,"O atleta do Santa Cruz supostamente responsável pela agressão, Igor dos Santos, terminou expulso. Segundo a assessoria do Santa Cruz, o árbitro relatou o episódio na súmula do jogo informando que Igor disse, “vá tomar no c* seu preto”. O Santa Cruz se solidarizou com o jogador e a todos que são vítimas de atos racistas e reiterou que rejeita o racismo em todas as suas formas de manifestação. O clube se colocou à disposição para todo o apoio que o atleta necessitasse.","Não foram encontradas informações de que o caso teve sequência, ou mesmo foi investigado pelo TJD estadual. O atleta insultado preferiu não denunciar à Polícia.",Estádio Ariston Azevedo,Físico,12/12/20,Atlético Gloriense x Santa Cruz,Sergipano Série A2,,,Nossa Sra das Dores/SE,,
14.2021,Cristiano de Oliveira Santiago, atleta do Esporte Clube Águia Negra,612588,Racismo,"Cristiano de Oliveira Santiago, atleta do Esporte Clube Águia Negra","O zagueiro Cristiano de Oliveira Santiago foi vítima de racismo durante a partida. Após uma confusão, Cristiano ouviu gritos de “macaco” vindo de torcedores que estavam assistindo ao jogo no estacionamento.","O time do Rio Brilhante se retirou do campo de jogo, e o árbitro paralisou a partida. A Polícia foi acionada para identificar o agressor. Após 15 minutos, a partida foi reiniciada, mas Cristiano pediu para ser substituído. Em nota postada nas redes sociais, o Rio Branco afirmou que o clube tomaria medidas judiciais e administrativas cabíveis. A diretoria do Águia Negra lamentou o ocorrido e pediu desculpas ao jogador. Um boletim de ocorrência foi feito, mas o agressor não foi identificado. Em súmula, o árbitro da partida, Jonathan Giovanella, relatou que a partida foi paralisada aos 35 minutos do primeiro tempo, após o zagueiro Cristiano, do Águia Negra, trocar empurrões com o atacante adversário. “Após esse momento, o jogador número 15 releta à arbitragem que os torcedores presentes em caminhões estacionados fora do estádio atrás do muro de uma das metas o ofenderam com a seguinte fala racista “professor, me chamaram de macaco”, consta em súmula",Não foram encontrados encaminhamentos sobre o caso,Estádio Olímpio Perim,Físico,15/08/21,Rio Branco-VN x Águia Negra,Brasileiro Série D,,,Venda Nova do Imigrante/ES,,
14/2015,Rogério Ceni, atleta do São Paulo Futebol Clube,13811,LGBTfobia,"Rogério Ceni, atleta do São Paulo Futebol Clube","Cada vez que o goleiro são-paulino Rogério Ceni batia na bola, a torcida adversária grita “bicha” para ele.",Não foram encontradas informações de que o caso tenha sido registrado em súmula.,Não foram encontradas informações de que o caso tenha tido sequência,Arena Corinthians,Físico,18/02/15,Corinthians x São Paulo,Libertadores da América,,,São Paulo/SP,Estádio,
140.2019,Juan Jesus, atleta da Roma/ITÁLIA,121985,Racismo,"Juan Jesus, atleta da Roma/ITÁLIA","O zagueiro brasileiro Juan Jesus, da Roma, sofreu ofensas racistas no Instagram, proveniente de uma conta associada a um homem chamado Andrea Dell’Aquila, de codinome pomatinho. O brasileiro publicou as ofensas no seu Instagram e disse que tem orgulho de ser quem é.","“O proprietário do Instagram enviou a Juan Jesus repugnantes ofensas racistas via Mensagem Direta. Nós denunciamos a conta para a polícia italiana e denunciamos a conta ao Instagram. A pessoa responsável será banida dos jogos da Roma por toda a vida”, anunciou o clube em sua conta no Twitter.","Ao tomar conhecimento do caso, a Roma denunciou o caso à polícia italiana e decidiu banir o responsável pelas ofensas dos jogos do clube por toda a vida. A polícia italiana emitiu uma Ordem de Banimento (DASPO) para o torcedor, que não poderá entrar em um estádio por três anos.",Rede Social - Instagram,Internet,25/09/19,,,,,,,
140.2021,Douglas Tanque," Douglas Willian da Silva Souza, atleta do Futebol Clube Paços de Ferreira",168530,Racismo,"Douglas Tanque, Douglas Willian da Silva Souza, atleta do Futebol Clube Paços de Ferreira","Um indivíduo não identificado foi retirado pela polícia das arquibancadas, durante o jogo entre o Vizela e o Paços de Ferreira. Segundo relatos, o homem teria dirigido insultos racistas a Douglas Willian da Silva Souza (Douglas Tanque), chamando-o de “macaco”.",O caso foi encaminhado para os delegados da partida e representantes da Liga Portugal.,Não foram encontradas mais informações sobre o caso.,Estádio do FC Vizela,Físico,19/09/21,Vizela x Paços de Ferreira,Primeira Liga,,,Caldas de Vizela/PORTUGAL,,
140.2023,Rodolfo dos Santos de Jesus, atleta do Doce Mel Esporte Clube,978999,LGBTfobia,"Rodolfo dos Santos de Jesus, atleta do Doce Mel Esporte Clube","Rodolfo, goleiro do Doce Mel, foi chamado de “viado” por parte da torcida do Vitória, o áudio com a ofensa foi captado durante transmissão da TVE Bahia.","O caso não foi registrado na súmula da partida. Em nota de repúdio, o Vitória informou que estava investigando o caso. A Federação Baiana de Futebol também se manifestou, repudiando o ocorrido. O coletivo de torcidas Canarinhos LGBTQ+ e a torcida LGBTricolor enviaram uma denúncia ao TJD-BA e ao MP-BA sobre os cânticos homofóbicos.","O TJD-BA absolveu o Esporte Clube Vitória da imputação prevista no Art. 243-G do CBJD, por falta de provas e por empate na votação. Quanto à denúncia ao MP-BA, não foram encontradas informações.",Estádio Manoel Barradas (Barradão),Físico,26/01/23,EC Vitória x Doce Mel,Baiano,,,Salvador/BA,,
