ID,Perfil,Nome,Posição,Idade,Valor de Mercado,Nacionalidade,URL Clube Antigo,Clube Antigo,URL Liga Antiga,Liga Antiga,URL Clube Novo,Clube Novo,URL Liga Nova,Liga Nova,Valor Transferência,Ano da Tranferência
559602,/francisco-da-costa/profil/spieler/559602,Francisco da Costa,Centre-Forward,26,300000.0,Brazil,/queretaro-fc/startseite/verein/4961/saison_id/2021,Querétaro FC,/liga-mx-apertura/transfers/wettbewerb/MEXA/saison_id/2021,Liga MX Apertura,/club-sol-de-america/startseite/verein/14491/saison_id/2021,Sol de América,/primera-division-clausura/transfers/wettbewerb/PR1C/saison_id/2021,Primera División Clausura,441000.0,2021
67955,/marcelinho/profil/spieler/67955,Marcelinho,Left Winger,34,425000.0,Brazil,/esporte-clube-taubate-sp-/startseite/verein/27219/saison_id/2021,Taubaté,,Brazil,/as-rodos/startseite/verein/5573/saison_id/2021,AS Rodos,/super-league-2/transfers/wettbewerb/GRS2/saison_id/2021,Super League 2,0.0,2021
67955,/marcelinho/profil/spieler/67955,Marcelinho,Left Winger,34,425000.0,Brazil,/as-rodos/startseite/verein/5573/saison_id/2021,AS Rodos,/super-league-2/transfers/wettbewerb/GRS2/saison_id/2021,Super League 2,/jecrc-cf/startseite/verein/84412/saison_id/2021,Rajasthan Utd.,/i-league/transfers/wettbewerb/INIL/saison_id/2021,I-League,0.0,2021
138141,/diego-mauricio/profil/spieler/138141,Diego Maurício,Centre-Forward,30,425000.0,Brazil,/odisha-fc/startseite/verein/45080/saison_id/2021,Odisha FC,/indian-super-league/transfers/wettbewerb/IND1/saison_id/2021,Indian Super League,/al-shahania-sc/startseite/verein/34694/saison_id/2021,Al-Shahania SC,,Qatar,0.0,2021
138141,/diego-mauricio/profil/spieler/138141,Diego Maurício,Centre-Forward,30,425000.0,Brazil,/al-shahania-sc/startseite/verein/34694/saison_id/2021,Al-Shahania SC,,Qatar,/mumbai-city-fc/startseite/verein/45274/saison_id/2021,Mumbai City,/indian-super-league/transfers/wettbewerb/IND1/saison_id/2021,Indian Super League,0.0,2021
135061,/bergson/profil/spieler/135061,Bérgson,Centre-Forward,30,400000.0,Brazil,/fortaleza-esporte-clube/startseite/verein/10870/saison_id/2021,Fortaleza,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,/johor-darul-tazim/startseite/verein/15817/saison_id/2021,Johor DT,/malaysia-super-league/transfers/wettbewerb/MYS1/saison_id/2021,Super League,400000.0,2021
515638,/erick/profil/spieler/515638,Erick,Right Winger,23,300000.0,Brazil,/sc-braga-b/startseite/verein/10789/saison_id/2021,Braga B,/liga-3-serie-a/transfers/wettbewerb/PT3A/saison_id/2021,Liga 3,/ceara-sporting-club/startseite/verein/2029/saison_id/2021,Ceará SC,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,400000.0,2021
740059,/matheus-saldanha/profil/spieler/740059,Matheus Saldanha,Centre-Forward,22,400000.0,Brazil,/esporte-clube-bahia/startseite/verein/10010/saison_id/2021,EC Bahia,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,/jef-united-chiba/startseite/verein/672/saison_id/2021,JEF Utd. Chiba,/j2-league/transfers/wettbewerb/JAP2/saison_id/2021,J2 League,400000.0,2021
537296,/jean-patric/profil/spieler/537296,Jean Patric,Left Winger,24,400000.0,Brazil,/cd-santa-clara/startseite/verein/2423/saison_id/2021,Santa Clara,/liga-nos/transfers/wettbewerb/PO1/saison_id/2021,Liga Portugal,/cerezo-osaka/startseite/verein/1022/saison_id/2021,Cerezo Osaka,/j1-league/transfers/wettbewerb/JAP1/saison_id/2021,J1 League,150000.0,2021
522091,/renan-oliveira/profil/spieler/522091,Renan Oliveira,Centre-Forward,24,400000.0,Brazil,/pfk-lviv/startseite/verein/18105/saison_id/2021,PFK Lviv,/premier-liga/transfers/wettbewerb/UKR1/saison_id/2021,Premier Liga,/kolos-kovalivka/startseite/verein/48332/saison_id/2021,Kolos Kovalivka,/premier-liga/transfers/wettbewerb/UKR1/saison_id/2021,Premier Liga,100000.0,2021
51716,/wellington-paulista/profil/spieler/51716,Wellington Paulista,Centre-Forward,38,400000.0,Brazil,/fortaleza-esporte-clube/startseite/verein/10870/saison_id/2021,Fortaleza,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,/america-futebol-clube-mg-/startseite/verein/2863/saison_id/2021,América-MG,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,0.0,2021
74567,/marquinhos/profil/spieler/74567,Marquinhos,Right Winger,31,400000.0,Brazil,/tsw-pegasus/startseite/verein/24896/saison_id/2021,Pegasus,,Hongkong,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2021,CSA,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,0.0,2021
74605,/walter/profil/spieler/74605,Walter,Centre-Forward,32,400000.0,Brazil,/botafogo-futebol-clube-sp-/startseite/verein/9030/saison_id/2021,Botafogo-SP,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2021,Paulistão A1 - Primeira Fase,/santa-cruz-futebol-clube-pe-/startseite/verein/1785/saison_id/2021,Santa Cruz-PE,,Brazil,0.0,2021
74605,/walter/profil/spieler/74605,Walter,Centre-Forward,32,400000.0,Brazil,/santa-cruz-futebol-clube-pe-/startseite/verein/1785/saison_id/2021,Santa Cruz-PE,,Brazil,/amazonas-fc/startseite/verein/87727/saison_id/2021,Amazonas,,Brazil,0.0,2021
76191,/osvaldo/profil/spieler/76191,Osvaldo,Right Winger,34,400000.0,Brazil,/fortaleza-esporte-clube/startseite/verein/10870/saison_id/2021,Fortaleza,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2021,CSA,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,0.0,2021
110650,/ricardo-bueno/profil/spieler/110650,Ricardo Bueno,Centre-Forward,33,400000.0,Brazil,/operario-ferroviario-ec-pr-/startseite/verein/27214/saison_id/2021,Operário-PR,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,/esporte-clube-juventude/startseite/verein/10492/saison_id/2021,Juventude,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,0.0,2021
113389,/caion/profil/spieler/113389,Caion,Centre-Forward,30,400000.0,Brazil,/suphanburi-fc/startseite/verein/34853/saison_id/2021,Suphanburi FC,/thai-league/transfers/wettbewerb/THA1/saison_id/2021,Thai League,/muangkan-united/startseite/verein/55276/saison_id/2021,Muangkan United,,Thailand,0.0,2021
155109,/leandro-assumpcao/profil/spieler/155109,Leandro Assumpcao,Left Winger,35,400000.0,Brazil,/suphanburi-fc/startseite/verein/34853/saison_id/2021,Suphanburi FC,/thai-league/transfers/wettbewerb/THA1/saison_id/2021,Thai League,/muangkan-united/startseite/verein/55276/saison_id/2021,Muangkan United,,Thailand,0.0,2021
161588,/dennis-murillo/profil/spieler/161588,Dennis Murillo,Centre-Forward,29,400000.0,Brazil,/nakhonratchasima-mazda-fc/startseite/verein/27070/saison_id/2021,Swat Cat,/thai-league/transfers/wettbewerb/THA1/saison_id/2021,Thai League,/chonburi-fc/startseite/verein/12533/saison_id/2021,Chonburi FC,/thai-league/transfers/wettbewerb/THA1/saison_id/2021,Thai League,0.0,2021
184299,/thomas/profil/spieler/184299,Thomás,Left Winger,28,400000.0,Brazil,/apollon-smyrnis/startseite/verein/441/saison_id/2021,Apollon Smyrnis,/super-league-1/transfers/wettbewerb/GR1/saison_id/2021,Super League 1,/atromitos-athen/startseite/verein/3060/saison_id/2021,Atromitos,/super-league-1/transfers/wettbewerb/GR1/saison_id/2021,Super League 1,0.0,2021
189516,/derley/profil/spieler/189516,Derley,Centre-Forward,33,400000.0,Brazil,/scg-muangthong-united/startseite/verein/21283/saison_id/2021,Muangthong Utd.,/thai-league/transfers/wettbewerb/THA1/saison_id/2021,Thai League,/ratchaburi-mitr-phol-fc/startseite/verein/35387/saison_id/2021,Ratchaburi FC,/thai-league/transfers/wettbewerb/THA1/saison_id/2021,Thai League,0.0,2021
189880,/bruno-cantanhede/profil/spieler/189880,Bruno Cantanhede,Centre-Forward,28,400000.0,Brazil,/hanoi-fc/startseite/verein/24971/saison_id/2021,Ha Noi FC,/v-league-1/transfers/wettbewerb/VIE1/saison_id/2021,V.League 1,/persib-bandung/startseite/verein/14105/saison_id/2021,PERSIB,/liga-1-indonesia/transfers/wettbewerb/IN1L/saison_id/2021,Liga 1,0.0,2021
203323,/victor-andrade/profil/spieler/203323,Victor Andrade,Left Winger,26,400000.0,Brazil,/clube-do-remo-pa-/startseite/verein/10997/saison_id/2021,Remo,,Brazil,/vila-nova-futebol-clube-go-/startseite/verein/5677/saison_id/2021,Vila Nova FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,0.0,2021
250007,/clayton/profil/spieler/250007,Clayton,Left Winger,25,400000.0,Brazil,/dynamo-kiew/startseite/verein/338/saison_id/2021,Dynamo Kyiv,/premier-liga/transfers/wettbewerb/UKR1/saison_id/2021,Premier Liga,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2021,CSA,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,0.0,2021
